TripId	HVLINE	Trip TimeStamp	Trip RunNumber	Trip LB	Stable Zero	Ramp Up	Recovery TimeStamp	Recovery RunNumber	Recovery LB	Stable Beams	Fill Number	Num CollBunches	Solenoid	Toroid	Module	Channel	Det	Side	Phi Wedge	SubPhi Wedge	Eta Sector	Electrode Side	Map	Powered Electrodes	HVLINE Status
177	158014	2012-07-24 02:43:04	207397	484	492	-1	9999-12-31 23:00:00	0	0	Y	2873	1368	ON	ON	158	14	HEC	C	26	0	4	EST1	33>40-ID=CR13	8	current
176	3	2012-07-23 07:45:52	207332	823	-1	824	2012-07-23 07:56:00	207332	834	Y	2872	1368	ON	ON	0	3	EMEC	A	0	4	0	H	72>95	24	current
178	322000	2012-07-23 07:45:49	207332	823	-1	-1	2012-07-23 07:45:50	207332	823	Y	2872	1368	ON	ON	322	0	EMEC	A	1	1	0	H	0>23	24	current
175	102011	2012-07-22 16:55:58	0	0	-1	0	2012-07-22 16:56:38	0	0	N	2872	0	ON	ON	102	11	EMEC	C	2	4	0	L	72>95	24	current
174	318000	2012-07-20 15:04:32	207221	835	835	0	2012-07-20 20:45:11	0	0	Y	2858	1368	ON	ON	318	0	EMECPS	C	0	0	1	L	---------------	0	current
172	102011	2012-07-16 03:14:38	207046	309	-1	309	2012-07-16 03:15:28	207046	309	Y	2848	1368	ON	ON	102	11	EMEC	C	2	4	0	L	72>95	24	current
171	163002	2012-07-16 00:41:00	207046	135	-1	136	2012-07-16 00:44:01	207046	140	Y	2848	1368	ON	ON	163	2	HEC	C	31	0	3	EST1	25>32-ID=CR29	8	current
173	228015	2012-07-15 19:22:21	207044	245	-1	246	2012-07-15 19:28:07	207044	254	Y	2847	1368	ON	ON	228	15	EMB	A	15	-1	7	L	0>15	16	current
170	169014	2012-07-15 01:09:18	206971	322	-1	323	2012-07-15 01:12:41	206971	326	Y	2843	1368	ON	ON	169	14	HEC	C	8	0	2	EST1	9>24-ID=CF16	16	current
167	237006	2012-07-08 02:52:24	206573	32	-1	33	2012-07-08 03:13:34	206573	54	Y	2816	1368	ON	RAMP	237	6	EMB	C	3	0	7	L	32>63	32	current
168	173010	2012-07-07 17:58:37	206564	135	-1	136	2012-07-07 17:59:45	206564	137	Y	2816	1368	ON	OFF	173	10	HEC	C	20	0	1	EST1	1>8-ID=CF03	8	current
169	10008	2012-07-07 13:04:37	206554	297	-1	298	2012-07-07 13:16:45	206554	310	N	2815	3	RAMP	OFF	10	8	EMEC	A	2	1	2	L	0>23	24	current
166	256012	2012-07-07 09:11:24	206554	58	-1	58	2012-07-07 09:14:07	206554	60	N	2815	3	OFF	RAMP	256	12	EMB	C	13	-1	5	L	0>31	32	current
165	66013	2012-07-04 11:18:53	206369	299	-1	300	2012-07-04 11:20:29	206369	301	Y	2806	1368	ON	ON	66	13	HEC	A	10	0	2	EST2	9>24-ID=CF23	16	current
164	154014	2012-07-03 21:38:53	206367	44	-1	45	2012-07-03 21:40:24	206367	47	Y	2805	807	RAMP	RAMP	154	14	HEC	C	14	0	4	EST1	33>40-ID=AR05	8	current
163	6008	2012-07-02 19:47:23	206299	70	72	-1	9999-12-31 23:00:00	0	0	Y	2798	807	ON	ON	6	8	EMEC	A	2	1	1	L	0>23	24	current
161	10008	2012-07-02 19:47:22	206299	70	-1	71	2012-07-02 20:00:54	206299	85	Y	2798	807	ON	ON	10	8	EMEC	A	2	1	2	L	0>23	24	current
162	165006	2012-07-02 08:16:37	206253	137	-1	138	2012-07-02 08:20:53	206253	142	Y	2797	471	ON	OFF	165	6	HEC	C	3	0	2	EST1	9>24-ID=CF33	16	current
160	313005	2012-07-02 06:45:09	206253	32	33	-1	9999-12-31 23:00:00	0	0	N	2797	471	ON	OFF	313	5	EMECPS	A	21	0	1	H	---------------	0	current
158	48009	2012-07-02 03:52:48	206248	494	-1	495	2012-07-02 03:55:21	206248	498	N	2795	0	ON	OFF	48	9	HEC	A	2	0	3	EST2	25>32-ID=CR31	8	current
159	313005	2012-07-02 01:27:37	206248	145	146	-1	9999-12-31 23:00:00	0	0	N	2795	72	ON	OFF	313	5	EMECPS	A	21	0	1	H	---------------	0	current
157	107013	2012-06-22 16:19:18	0	0	-1	0	2012-06-22 16:19:58	0	0	N	2756	1	OFF	OFF	107	13	EMEC	C	7	2	1	L	24>47	24	current
156	217004	2012-06-21 08:41:18	0	0	-1	0	2012-06-21 08:42:11	0	0	N	2751	3	RAMP	RAMP	217	4	EMB	A	9	0	5	L	32>63	32	current
155	0	2012-06-19 17:04:16	205263	28	-1	28	2012-06-19 17:04:42	205263	29	N	2743	2	ON	ON	0	0	EMEC	A	0	1	0	H	0>23-1	23	current
154	158002	2012-06-16 22:18:59	205071	354	-1	354	2012-06-16 22:20:20	205071	356	Y	2736	1368	ON	ON	158	2	HEC	C	25	0	3	EST1	25>32-ID=CR21	8	current
153	55009	2012-06-16 13:48:56	205055	1217	1227	-1	9999-12-13 23:00:00	0	0	Y	2734	1368	ON	ON	55	9	HEC	A	16	0	3	EST2	25>32-ID=AR12	8	current
152	132003	2012-06-16 01:05:15	205055	442	-1	-1	2012-06-16 01:05:20	205055	443	Y	2734	1368	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
151	73001	2012-06-14 22:12:17	205010	187	-1	188	2012-06-14 22:17:04	205010	192	Y	2732	1377	ON	ON	73	1	HEC	A	19	0	1	EST2	1>8-ID=AF18	8	current
147	333007	2012-06-13 05:10:06	204932	534	-1	-1	2012-06-13 05:10:17	204932	534	Y	2726	1377	ON	ON	333	7	EMEC	A	5	8	8	L	28>31	4	new
146	228015	2012-06-13 03:55:10	204932	456	-1	456	2012-06-13 04:02:28	204932	465	Y	2726	1377	ON	ON	228	15	EMB	A	15	-1	7	L	0>15	16	current
145	20005	2012-06-13 00:38:52	204932	246	-1	-1	2012-06-13 00:39:09	204932	246	Y	2726	1377	ON	ON	20	5	EMEC	A	1	2	5	H	24>47	24	new
150	241001	2012-06-12 14:03:05	204910	582	-1	582	2012-06-12 14:13:48	204910	593	Y	2725	1377	ON	ON	241	1	EMB	C	5	0	2	L	32>63	32	current
148	306006	2012-06-12 11:08:30	204910	383	383	1	2012-06-12 17:12:24	204913	4	Y	2725	1377	ON	ON	306	6	EMB	A	11	-1	5	H	0>31	32	current
149	103001	2012-06-12 10:10:02	204910	319	-1	320	2012-06-12 10:10:42	204910	320	Y	2725	1377	ON	ON	103	1	EMEC	C	4	2	0	L	24>47	24	current
143	158002	2012-06-10 18:58:39	204772	217	-1	218	2012-06-10 19:00:00	204772	219	Y	2718	1377	ON	ON	158	2	HEC	C	25	0	3	EST1	25>32-ID=CR21	8	current
144	132003	2012-06-10 16:21:55	204772	58	-1	-1	2012-06-10 16:22:08	204772	58	Y	2718	1377	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
141	161003	2012-06-09 15:00:55	204763	175	-1	176	2012-06-09 15:02:01	204763	177	Y	2717	1377	ON	ON	161	3	HEC	C	23	0	3	PAD1	25>32-ID=CR26	8	current
142	205010	2012-06-09 14:22:49	204763	136	-1	136	2012-06-09 14:33:06	204763	146	Y	2717	1377	ON	ON	205	10	EMB	A	4	-1	3	L	0>31	32	current
140	171014	2012-06-08 03:12:58	204668	309	-1	309	2012-06-08 03:14:12	204668	310	Y	2712	1377	ON	ON	171	14	HEC	C	16	0	2	EST1	9>24-ID=CF08	16	current
139	150009	2012-06-06 10:33:28	204564	13	-1	13	2012-06-06 10:33:35	204564	13	N	2705	0	ON	ON	150	9	HEC	C	10	0	3	EST2	25>32-ID=AR06	8	current
138	150009	2012-06-06 10:32:34	204564	12	-1	12	2012-06-06 10:32:42	204564	12	N	2705	0	ON	ON	150	9	HEC	C	10	0	3	EST2	25>32-ID=AR06	8	current
137	150009	2012-06-06 10:30:28	204564	10	-1	10	2012-06-06 10:30:57	204564	10	N	2705	0	ON	ON	150	9	HEC	C	10	0	3	EST2	25>32-ID=AR06	8	current
134	158002	2012-06-05 22:17:06	204474	776	-1	776	2012-06-05 22:24:43	204474	785	Y	2701	1377	ON	ON	158	2	HEC	C	25	0	3	EST1	25>32-ID=CR21	8	current
130	179009	2012-06-05 19:13:45	204474	582	-1	583	2012-06-05 19:15:42	204474	584	Y	2701	1377	ON	ON	179	9	HEC	C	32	0	1	EST2	1>8-ID=CF11	8	current
136	66013	2012-06-05 13:51:00	204474	249	-1	249	2012-06-05 13:53:31	204474	252	Y	2701	1377	ON	ON	66	13	HEC	A	10	0	2	EST2	9>24-ID=CF23	16	current
135	150009	2012-06-05 10:01:25	204474	0	14	15	2012-06-05 10:40:06	204474	27	N	2701	1377	RAMP	ON	150	9	HEC	C	10	0	3	EST2	25>32-ID=AR06	8	current
132	124013	2012-06-05 08:53:16	0	0	-1	-1	2012-06-05 08:53:27	0	0	N	2701	0	OFF	ON	124	13	EMEC	C	3	2	6	H	24>47	24	new
131	148006	2012-06-05 07:52:09	204442	246	-1	246	2012-06-05 07:53:36	204442	248	Y	2700	1380	RAMP	ON	148	6	HEC	C	1	0	4	EST1	33>40-ID=CR01	8	current
133	78001	2012-06-05 07:51:58	204442	246	259	0	2012-06-05 08:45:05	0	0	Y	2700	1380	RAMP	ON	78	1	HEC	A	29	0	1	EST2	1>8-ID=AF22	8	current
128	132003	2012-06-02 12:24:22	204265	456	-1	-1	2012-06-02 12:24:36	204265	456	Y	2692	1380	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
129	54004	2012-06-02 12:06:57	204265	438	-1	438	2012-06-02 12:11:07	204265	442	Y	2692	1380	ON	ON	54	4	HEC	A	13	0	4	PAD2	33>40-ID=CR33	8	current
126	158002	2012-06-01 15:38:13	204240	710	712	-1	9999-12-31 23:00:00	0	0	Y	2691	1380	ON	ON	158	2	HEC	C	25	0	3	EST1	25>32-ID=CR21	8	current
127	148013	2012-06-01 14:07:01	204240	613	-1	613	2012-06-01 14:12:57	204240	619	Y	2691	1380	ON	ON	148	13	HEC	C	2	0	4	EST2	33>40-ID=CR05	8	current
125	230007	2012-05-29 12:13:34	0	0	-1	-1	2012-05-29 12:14:10	-1	-1	N	2676	0	ON	ON	230	7	EMB	A	14	0	5	H	48>63-58	15	current
124	65004	2012-05-29 07:37:38	204073	218	227	218	2012-05-29 10:54:26	0	0	Y	2676	0	ON	ON	65	4	HEC	A	3	0	2	PAD2	9>24-ID=AF33	16	current
122	221008	2012-05-28 01:50:16	204025	162	-1	162	2012-05-28 01:59:09	204025	171	Y	2670	1380	ON	ON	221	8	EMB	A	12	-1	1	L	0>31	32	current
123	239006	2012-05-27 19:50:43	204024	376	-1	376	2012-05-27 20:08:01	204024	393	N	2670	0	ON	ON	239	6	EMB	C	3	0	7	H	32>63	32	current
119	211015	2012-05-26 22:48:04	203989	220	246	306	2012-05-27 00:53:46	203989	347	N	2670	0	ON	ON	211	15	EMB	A	6	-1	1	H	30	1	current
120	209015	2012-05-26 22:48:04	203989	220	251	258	2012-05-27 00:04:51	203989	299	N	2670	0	ON	ON	209	15	EMB	A	6	-1	1	L	30	1	current
121	310007	2012-05-26 08:59:55	203934	812	815	-1	9999-12-31 23:00:00	0	0	Y	2670	0	ON	ON	297	11	EMB	A	14	0	5	H	58	1	new
118	65014	2012-05-25 04:51:58	203876	528	534	-1	9999-12-31 23:00:00	0	0	Y	2663	1380	ON	ON	65	14	HEC	A	4	0	2	EST1	9>24-ID=AF19	16	current
116	132003	2012-05-23 22:37:34	203779	560	-1	-1	2012-05-23 22:37:44	203779	561	Y	2657	1377	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
115	132003	2012-05-23 22:26:25	203779	548	-1	-1	2012-05-23 22:26:36	203779	548	Y	2657	1377	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
117	178009	2012-05-23 18:55:23	203779	331	-1	331	2012-05-23 19:01:49	203779	338	Y	2657	1377	ON	ON	178	9	HEC	C	30	0	1	EST2	1>8-ID=CF06	8	current
113	263006	2012-05-23 09:34:30	203760	230	-1	230	2012-05-23 09:58:24	203765	1	N	2653	0	ON	ON	263	6	EMB	C	15	0	7	H	32>63	32	current
114	261006	2012-05-23 09:34:30	203760	230	-1	230	2012-05-23 09:58:24	203765	1	N	2653	0	ON	ON	261	6	EMB	C	15	0	7	L	32>63	32	current
111	170002	2012-05-22 18:37:44	203745	175	-1	176	2012-05-22 18:38:50	203745	177	Y	2651	1377	ON	ON	170	2	HEC	C	13	0	1	EST1	1>8-ID=AF10	8	current
112	237014	2012-05-22 18:17:47	203745	154	-1	154	2012-05-22 18:37:23	203745	174	Y	2651	1377	ON	ON	237	14	EMB	C	4	-1	7	L	0>31	32	current
110	245007	2012-05-21 16:33:28	203719	266	-1	266	2012-05-21 16:38:43	203719	271	Y	2649	1377	ON	ON	245	7	EMB	C	7	0	5	L	60	1	current
109	263006	2012-05-21 00:34:53	203681	39	-1	40	2012-05-21 00:36:28	203681	41	N	2649	0	ON	ON	263	6	EMB	C	15	0	7	H	32>63	32	current
106	132003	2012-05-20 05:07:03	203636	1043	-1	-1	2012-05-20 05:07:11	203636	1044	Y	2646	1377	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
105	132003	2012-05-20 04:03:48	203636	978	-1	-1	2012-05-20 04:03:59	203636	978	Y	2646	1377	ON	ON	132	3	EMEC	C	0	4	7	H	12>15	4	new
107	10004	2012-05-19 18:23:49	203636	386	-1	386	2012-05-19 18:26:13	203636	388	Y	2646	1377	ON	ON	10	4	EMEC	A	1	1	2	L	0>23	24	current
108	240014	2012-05-19 17:39:43	203636	340	-1	340	2012-05-19 17:57:01	203636	358	Y	2646	1377	ON	ON	240	14	EMB	C	5	-1	7	L	0>31	32	current
104	69002	2012-05-19 16:55:28	203636	293	-1	294	2012-05-19 16:57:13	203636	295	Y	2646	1377	ON	ON	69	2	HEC	A	7	0	1	EST1	1>8-ID=AF23	8	current
103	20005	2012-05-18 17:40:59	203602	258	-1	-1	2012-05-18 17:41:13	203602	258	Y	2644	1331	ON	ON	20	5	EMEC	A	1	2	5	H	24>47	24	new
101	281001	2012-05-17 10:07:57	203524	256	275	-1	9999-12-31 23:00:00	0	0	Y	2635	1331	ON	ON	281	1	EMBPS	C	4	0	2	L	---------------	0	current
102	283001	2012-05-17 07:57:07	203524	122	123	-1	9999-12-31 23:00:00	0	0	Y	2635	1331	ON	ON	283	1	EMBPS	C	4	0	2	H	---------------	0	current
100	65014	2012-05-15 23:22:19	203454	112	-1	-1	2012-05-15 23:22:23	203454	112	Y	2630	1331	ON	ON	65	14	HEC	A	4	0	2	EST1	9>24-ID=AF19	16	current
99	283001	2012-05-15 16:09:02	203432	229	229	-1	2012-05-15 20:45:44	0	0	Y	2629	1331	ON	ON	283	1	EMBPS	C	4	0	2	H	---------------	0	current
98	69002	2012-05-15 01:56:19	203353	489	-1	490	2012-05-15 01:58:36	203353	492	Y	2628	1331	ON	ON	69	2	HEC	A	7	0	1	EST1	1>8-ID=AF23	8	current
96	73001	2012-05-14 05:03:33	203336	273	-1	273	2012-05-14 05:06:55	203336	276	Y	2627	1331	ON	ON	73	1	HEC	A	19	0	1	EST2	1>8-ID=AF18	8	current
97	169005	2012-05-13 21:55:51	203335	220	-1	221	2012-05-13 22:01:40	203335	228	Y	2624	1331	ON	ON	169	5	HEC	C	7	0	2	EST2	9>24-ID=AF08	16	current
93	19006	2012-05-13 05:29:55	203277	212	-1	213	2012-05-13 05:30:49	203277	213	Y	2623	1331	ON	ON	19	6	EMEC	A	5	3	4	L	48>71	24	current
95	19011	2012-05-13 04:22:25	203277	140	-1	140	2012-05-13 04:23:16	203277	140	N	2623	1331	ON	ON	19	11	EMEC	A	6	4	4	L	72>95	24	current
94	19007	2012-05-13 03:50:40	203277	107	-1	109	2012-05-13 03:51:47	203277	109	N	2623	1331	ON	ON	19	7	EMEC	A	5	4	4	L	72>95	24	current
91	19003	2012-05-13 03:41:00	203277	98	-1	98	2012-05-13 03:41:22	203277	98	N	2623	1043	ON	ON	19	3	EMEC	A	4	4	4	L	72>95	24	current
92	19004	2012-05-13 03:40:44	203277	98	-1	98	2012-05-13 03:41:38	203277	99	N	2623	1043	ON	ON	19	4	EMEC	A	5	1	4	L	0>23	24	current
90	39005	2012-05-12 21:29:57	203258	813	824	-1	9999-12-31 23:00:00	0	0	Y	2621	1331	ON	ON	39	5	EMEC	A	6	6	7	L	20>23	4	new
89	39005	2012-05-12 09:39:36	203258	101	-1	-1	2012-05-12 09:39:55	203258	101	Y	2621	1331	ON	ON	39	5	EMEC	A	6	6	7	L	20>23	4	new
88	19004	2012-05-11 20:18:59	203256	54	-1	54	2012-05-11 20:19:26	203256	54	N	2617	0	ON	ON	19	4	EMEC	A	5	1	4	L	0>23	24	current
87	159013	2012-05-10 21:27:57	203195	127	-1	128	2012-05-10 21:30:08	203195	130	Y	2609	1331	ON	ON	159	13	HEC	C	28	0	4	EST2	33>40-ID=CR14	8	current
86	19004	2012-05-10 14:12:36	203184	1	-1	2	2012-05-10 14:13:00	203184	3	N	2607	24	ON	ON	19	4	EMEC	A	5	1	4	L	0>23	24	current
85	61007	2012-05-09 06:43:05	203088	357	373	411	2012-05-09 07:56:20	203088	430	N	2603	0	ON	ON	61	7	HEC	A	23	0	4	PAD1	33>40-ID=AR17	8	current
83	69002	2012-05-08 06:45:47	203027	931	-1	932	2012-05-08 06:47:57	203027	934	Y	2596	1051	ON	ON	69	2	HEC	A	7	0	1	EST1	1>8-ID=AF23	8	current
84	61007	2012-05-07 19:01:57	203027	204	-1	205	2012-05-07 19:02:23	203027	206	N	2596	0	ON	ON	61	7	HEC	A	23	0	4	PAD1	33>40-ID=AR17	8	current
82	58000	2012-05-07 09:09:34	202991	428	434	570	2012-05-07 11:41:06	0	0	Y	2593	0	ON	ON	58	0	HEC	A	25	0	3	PAD2	25>32-ID=AR09	8	current
81	240006	2012-05-07 06:56:05	202991	287	-1	288	2012-05-07 07:18:55	202991	313	Y	2593	1051	ON	ON	240	6	EMB	C	4	0	7	L	32>63	32	current
80	152002	2012-05-03 22:27:54	202798	559	570	-1	2012-05-03 22:45:32	202798	0	Y	2587	807	ON	ON	152	2	HEC	C	5	0	3	EST1	25>32-ID=AR02	8	current
79	110007	2012-05-03 05:42:13	202740	101	-1	102	2012-05-03 05:43:52	202740	103	Y	2584	807	ON	ON	110	7	EMEC	C	1	4	2	L	72>95	24	current
78	110007	2012-05-03 05:28:34	202740	84	-1	85	2012-05-03 05:29:47	202740	86	Y	2584	807	ON	ON	110	7	EMEC	C	1	4	2	L	72>95	24	current
77	110007	2012-05-02 22:34:37	202712	300	-1	300	2012-05-02 22:37:32	202712	303	Y	2583	807	ON	ON	110	7	EMEC	C	1	4	2	L	72>95	24	current
74	13010	2012-05-02 10:44:33	202668	199	-1	199	2012-05-02 10:48:08	202668	202	Y	2580	471	ON	ON	13	10	EMEC	A	6	3	3	H	48>71	24	current
76	110007	2012-05-02 09:48:21	202668	140	-1	140	2012-05-02 09:50:00	202668	141	Y	2580	471	ON	ON	110	7	EMEC	C	1	4	2	L	72>95	24	current
75	110007	2012-05-02 09:26:34	202668	114	-1	114	2012-05-02 09:29:22	202668	117	Y	2580	471	ON	ON	110	7	EMEC	C	1	4	2	L	72>95	24	current
73	1000	2012-05-01 20:58:02	202660	368	-1	368	2012-05-01 20:58:55	202660	369	Y	2576	75	ON	ON	1	0	EMEC	A	4	1	0	H	0>23	24	current
72	132002	2012-05-01 20:33:37	202660	340	-1	-1	2012-05-01 20:33:44	202660	340	Y	2576	75	ON	ON	132	2	EMEC	C	0	3	7	H	8>11	4	new
69	78001	2012-05-01 06:26:20	202609	306	319	-1	9999-12-31 23:00:00	0	0	N	2575	0	RAMP	RAMP	78	1	HEC	A	29	0	1	EST2	1>8-ID=AF22	8	current
70	51005	2012-05-01 05:56:19	202609	256	-1	256	2012-05-01 05:58:27	202609	260	Y	2574	75	ON	ON	51	5	HEC	A	11	0	4	EST2	33>40-ID=SR01	8	current
71	343002	2012-05-01 05:43:06	202609	238	-1	-1	2012-05-01 05:43:18	202609	239	Y	2574	75	ON	ON	343	2	EMEC	A	6	3	6	L	48>71	24	new
67	30010	2012-04-20 11:15:36	201556	831	-1	832	2012-04-20 11:19:07	201556	836	Y	2536	1331	ON	ON	30	10	EMEC	A	3	3	0	L	62	1	new
68	65004	2012-04-20 10:00:00	201556	746	-1	747	2012-04-20 10:01:16	201556	748	Y	2536	1331	ON	ON	65	4	HEC	A	3	0	2	PAD2	9>24-ID=AF33	16	current
62	65004	2012-04-20 06:02:46	201556	492	-1	493	2012-04-20 06:04:03	201556	495	Y	2536	1331	ON	ON	65	4	HEC	A	3	0	2	PAD2	9>24-ID=AF33	16	current
63	30010	2012-04-20 05:33:09	201556	463	-1	464	2012-04-20 05:35:42	201556	466	Y	2536	1331	ON	ON	30	10	EMEC	A	3	3	0	L	62	1	new
66	62006	2012-04-19 21:17:01	201555	235	240	236	9999-12-31 23:00:00	0	0	N	2535	0	ON	ON	62	6	HEC	A	29	0	4	EST1	33>40-ID=AR29	8	current
65	62006	2012-04-19 20:00:04	201555	152	155	153	9999-12-31 23:00:00	0	0	Y	2535	1331	ON	ON	62	6	HEC	A	29	0	4	EST1	33>40-ID=AR29	8	current
64	100012	2012-04-19 09:19:44	201494	219	-1	220	2012-04-19 09:20:42	201494	221	Y	2534	1331	ON	ON	100	12	EMEC	C	3	1	0	H	0>23	24	current
60	145014	2012-04-19 06:39:12	201494	51	-1	52	2012-04-19 06:54:33	201494	68	Y	2534	1331	ON	ON	145	14	EMEC	C	7	7	8	H	24>27	4	new
59	61010	2012-04-19 01:53:09	201489	374	-1	-1	2012-04-19 02:17:44	0	0	Y	2533	1331	ON	ON	61	10	HEC	A	24	0	3	EST1	25>32-ID=CR27	8	current
61	294014	2012-04-18 22:13:31	201489	153	154	-1	9999-12-31 23:00:00	0	0	Y	2533	1331	ON	ON	294	14	EMBPS	C	27	0	3	H	---------------	0	current
58	76001	2012-04-18 20:54:18	201489	66	79	67	9999-12-31 23:00:00	0	0	Y	2533	1331	ON	ON	76	1	HEC	A	21	0	1	EST2	1>8-ID=CF17	8	current
57	102001	2012-04-16 23:15:49	201351	456	-1	457	2012-04-16 23:25:56	201351	467	Y	2520	35	ON	ON	102	1	EMEC	C	0	2	0	L	24>47	24	current
56	102001	2012-04-16 17:58:02	201351	131	-1	132	2012-04-16 18:08:18	201351	142	N	2520	35	ON	ON	102	1	EMEC	C	0	2	0	L	24>47	24	current
55	158006	2012-04-15 23:32:46	0	0	0	0	2012-04-16 00:13:31	0	0	N	2517	0	ON	ON	158	6	HEC	C	25	0	4	EST1	33>40-ID=CR21	8	current
54	154002	2012-04-15 21:32:04	201289	476	-1	477	2012-04-15 21:33:03	201289	478	Y	2516	1051	ON	ON	154	2	HEC	C	13	0	3	EST1	25>32-ID=CR09	8	current
51	30010	2012-04-15 19:16:47	201289	336	344	337	9999-12-31 23:00:00	0	0	Y	2516	1051	ON	ON	30	10	EMEC	A	3	3	0	L	62	1	new
50	30010	2012-04-15 18:29:34	201289	287	-1	288	2012-04-15 18:34:09	201289	292	Y	2516	1051	ON	ON	30	10	EMEC	A	3	3	0	L	62	1	new
52	105006	2012-04-15 17:35:11	201289	232	-1	233	2012-04-15 17:40:59	201289	239	Y	2516	1051	ON	ON	105	6	EMEC	C	5	3	1	H	48>71	24	current
53	31004	2012-04-15 11:23:52	201280	147	-1	148	2012-04-15 11:28:03	201280	153	Y	2515	1051	ON	ON	31	4	EMEC	A	4	8	8	L	30	1	new
49	30010	2012-04-15 01:19:52	0	0	-1	0	2012-04-15 01:20:26	0	0	N	-1	0	ON	ON	30	10	EMEC	A	3	3	0	L	62	1	new
46	76001	2012-04-14 04:48:24	201257	461	465	-1	9999-12-31 23:00:00	0	0	Y	2513	1054	ON	ON	76	1	HEC	A	21	0	1	EST2	1>8-ID=CF17	8	current
45	76001	2012-04-14 04:30:17	201257	442	454	443	9999-12-31 23:00:00	0	0	Y	2513	1054	ON	ON	76	1	HEC	A	21	0	1	EST2	1>8-ID=CF17	8	current
47	30010	2012-04-14 03:46:13	201257	395	421	-1	9999-12-31 23:00:00	0	0	Y	2513	1054	ON	ON	30	10	EMEC	A	3	3	0	L	62	1	new
48	145014	2012-04-14 03:36:44	201257	385	-1	386	2012-04-14 03:52:04	201257	401	Y	2513	1054	ON	ON	145	14	EMEC	C	7	7	8	H	24>27	4	new
44	76001	2012-04-14 03:15:14	201257	362	-1	363	2012-04-14 03:24:30	201257	373	Y	2513	1054	ON	ON	76	1	HEC	A	21	0	1	EST2	1>8-ID=CF17	8	current
43	76001	2012-04-13 22:05:11	201257	48	-1	49	2012-04-13 22:14:41	201257	58	N	2512	0	ON	ON	76	1	HEC	A	21	0	1	EST2	1>8-ID=CF17	8	current
42	267006	2012-04-12 18:06:37	201190	226	227	-1	9999-12-31 23:00:00	0	0	Y	2508	807	ON	ON	267	6	EMBPS	A	5	0	3	H	---------------	0	current
39	259012	2012-04-12 06:44:22	0	0	-1	-1	9999-12-31 23:00:00	0	0	N	2506	0	ON	ON	259	12	EMB	C	14	-1	5	H	0>31-28	31	current
41	261014	2012-04-12 00:29:08	201138	676	-1	677	2012-04-12 00:45:31	201138	692	Y	2505	618	ON	ON	261	14	EMB	C	0	-1	7	L	0>31	32	current
40	105006	2012-04-11 08:16:47	201120	306	324	-1	9999-12-31 23:00:00	0	0	Y	2501	618	ON	ON	105	6	EMEC	C	5	3	1	H	48>71	24	current
37	105006	2012-04-10 05:06:19	201052	201	-1	222	2012-04-10 05:26:03	201052	232	Y	2497	618	ON	ON	105	6	EMEC	C	5	3	1	H	48>71	24	current
38	145014	2012-04-09 12:05:15	201006	180	-1	181	2012-04-09 12:09:25	201006	185	Y	2493	618	ON	ON	145	14	EMEC	C	7	7	8	H	24>27	4	new
36	69004	2012-04-09 11:47:54	201006	161	-1	162	2012-04-09 12:02:58	201006	177	Y	2493	618	ON	ON	69	4	HEC	A	7	0	2	PAD2	9>24-ID=AF23	16	current
33	142011	2012-04-09 02:41:48	200987	571	-1	571	2012-04-09 02:50:36	200987	579	Y	2491	618	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
32	73015	2012-04-09 01:26:27	200987	462	-1	463	2012-04-09 01:29:35	200987	467	Y	2491	618	ON	ON	73	15	HEC	A	20	0	2	PAD1	9>24-ID=CF21	16	current
28	313010	2012-04-08 18:46:40	200987	52	53	-1	9999-12-31 23:00:00	0	0	Y	2491	618	ON	ON	313	10	EMECPS	A	26	0	1	H	---------------	0	current
35	237014	2012-04-08 15:44:19	200982	132	-1	132	2012-04-08 16:13:00	0	0	Y	2490	249	ON	ON	237	14	EMB	C	4	-1	7	L	0>31	32	current
31	73015	2012-04-08 15:41:02	200982	129	-1	130	2012-04-08 15:44:15	200982	132	Y	2490	249	ON	ON	73	15	HEC	A	20	0	2	PAD1	9>24-ID=CF21	16	current
34	51002	2012-04-08 15:33:48	200982	122	-1	123	2012-04-08 15:35:14	200982	124	Y	2490	249	ON	ON	51	2	HEC	A	11	0	3	EST1	25>32-ID=SR01	8	current
30	178009	2012-04-08 13:04:49	0	0	-1	0	2012-04-08 13:10:06	0	0	N	2490	0	ON	ON	178	9	HEC	C	30	0	1	EST2	1>8-ID=CF06	8	current
29	170012	2012-04-08 12:37:21	0	0	0	0	9999-12-31 23:00:00	0	0	N	2490	0	ON	ON	170	12	HEC	C	14	0	2	PAD2	9>24-ID=CF12	16	current
27	22007	2012-04-08 09:37:42	200967	747	749	0	9999-12-31 23:00:00	0	0	Y	2489	249	ON	ON	22	7	EMEC	A	1	4	5	L	72>95-95	23	new
