TripId	HVLINE	Trip TimeStamp	Trip RunNumber	Trip LB	Stable Zero	Ramp Up	Recovery TimeStamp	Recovery RunNumber	Recovery LB	Stable Beams	Fill Number	Num CollBunches	Solenoid	Toroid	Module	Channel	Det	Side	Phi Wedge	SubPhi Wedge	Eta Sector	Electrode Side	Map	Powered Electrodes	HVLINE Status
410	271008	2011-07-25 04:39:58	186216	209	210	-1	2011-07-25 04:40:00	0	0	Y	1974	1318	ON	ON	271	8	EMBPS	A	14	0	1	H	---------------	0	current
409	177003	2011-07-24 12:24:20	186182	83	-1	83	2011-07-24 12:26:03	186182	85	N	1972	0	ON	ON	177	3	HEC	C	23	0	1	PAD1	1>8-ID=CF09	8	current
408	44006	2011-07-24 01:48:46	186179	392	-1	392	2011-07-24 01:52:18	186179	395	Y	1970	1318	ON	ON	44	6	EMEC	A	4	7	8	H	24>25	2	replaced
407	66013	2011-07-23 13:20:36	186169	815	-1	815	2011-07-23 13:22:38	186169	817	Y	1967	1318	ON	ON	66	13	HEC	A	10	0	2	EST2	9>24-ID=CF23	16	current
406	146004	2011-07-23 09:24:24	186169	574	-1	575	2011-07-23 09:32:30	186169	582	Y	1967	1318	ON	ON	146	4	EMEC	C	4	5	8	L	16>19	4	new
404	21010	2011-07-22 23:07:41	186156	552	561	-1	9999-12-31 23:00:00	0	0	N	1966	0	ON	ON	21	10	EMEC	A	6	3	5	H	48>71	24	new
403	21010	2011-07-22 22:04:53	186156	490	-1	490	2011-07-22 22:10:49	186156	496	Y	1966	1318	ON	ON	21	10	EMEC	A	6	3	5	H	48>71	24	new
402	21010	2011-07-22 21:47:14	186156	472	-1	-1	2011-07-22 21:52:59	186156	478	Y	1966	1318	ON	ON	21	10	EMEC	A	6	3	5	H	48>71	24	new
401	21010	2011-07-22 21:41:10	186156	466	-1	466	2011-07-22 21:46:49	186156	472	Y	1966	1318	ON	ON	21	10	EMEC	A	6	3	5	H	48>71	24	new
405	24005	2011-07-22 15:24:59	186156	96	-1	96	2011-07-22 15:29:08	186156	100	Y	1966	1318	ON	ON	24	5	EMEC	A	1	2	6	H	24>47	24	replaced
400	21010	2011-07-22 14:57:56	186156	69	-1	69	2011-07-22 15:03:26	186156	74	Y	1966	1318	ON	ON	21	10	EMEC	A	6	3	5	H	48>71	24	new
399	73013	2011-07-21 14:17:37	186049	1104	-1	1104	2011-07-21 14:19:17	186049	1106	N	1963	0	ON	ON	73	13	HEC	A	20	0	2	EST2	9>24-ID=CF21	16	current
398	73013	2011-07-21 10:34:11	186049	873	-1	874	2011-07-21 10:35:16	186049	875	Y	1962	1318	ON	ON	73	13	HEC	A	20	0	2	EST2	9>24-ID=CF21	16	current
397	73013	2011-07-21 08:34:05	186049	749	-1	750	2011-07-21 08:35:21	186049	751	Y	1962	1318	ON	ON	73	13	HEC	A	20	0	2	EST2	9>24-ID=CF21	16	current
393	208000	2011-07-21 01:18:53	186049	304	-1	305	2011-07-21 01:20:41	186049	306	Y	1962	1318	ON	ON	208	0	EMB	A	4	0	1	L	32>63	32	current
394	210000	2011-07-21 01:18:53	186049	304	-1	305	2011-07-21 01:29:44	186049	315	Y	1962	1318	ON	ON	210	0	EMB	A	4	0	1	H	32>63	32	current
395	54013	2011-07-20 22:56:39	186049	160	-1	160	2011-07-20 22:58:34	186049	162	Y	1962	1318	ON	ON	54	13	HEC	A	14	0	4	EST2	33>40-ID=AR20	8	current
396	216007	2011-07-20 13:28:01	185998	29	34	-1	9999-12-31 23:00:00	0	0	Y	1961	1331	ON	ON	216	7	EMB	A	8	0	5	L	62	1	current
392	44001	2011-07-20 05:22:41	185976	417	-1	417	2011-07-20 05:27:35	185976	422	Y	1960	1331	ON	ON	44	1	EMEC	A	4	2	8	H	4>7	4	replaced
391	21010	2011-07-18 07:29:52	185761	403	-1	403	2011-07-18 07:31:24	185761	405	Y	1955	1042	ON	ON	21	10	EMEC	A	6	3	5	H	48>71	24	new
390	31004	2011-07-18 04:39:38	185761	229	-1	229	2011-07-18 04:45:44	185761	235	Y	1955	1042	ON	ON	31	4	EMEC	A	4	8	8	L	30	1	new
389	20005	2011-07-18 04:18:17	185761	208	-1	208	2011-07-18 04:19:28	185761	209	Y	1955	1042	ON	ON	20	5	EMEC	A	1	2	5	H	24>47	24	new
386	315000	2011-07-18 03:43:41	185761	170	171	-1	9999-12-31 23:00:00	0	0	Y	1955	1042	ON	ON	315	0	EMECPS	A	16	0	1	L	---------------	0	current
388	79015	2011-07-18 03:37:54	185761	163	-1	163	2011-07-18 03:42:27	185761	168	N	1955	1042	ON	ON	79	15	HEC	A	32	0	2	PAD1	9>24-ID=CF26	16	current
387	75013	2011-07-17 21:30:19	185747	18	-1	18	2011-07-17 21:45:22	185747	34	Y	1954	1042	ON	ON	75	13	HEC	A	28	0	2	EST2	9>24-ID=SMF02	16	current
384	112007	2011-07-17 20:09:02	185731	244	-1	244	2011-07-17 20:18:59	185731	255	Y	1954	1042	ON	ON	112	7	EMEC	C	1	4	3	H	72>95	24	current
383	142011	2011-07-17 11:10:57	0	0	-1	0	2011-07-17 11:13:28	0	0	N	1953	0	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
382	142011	2011-07-17 08:10:29	185649	262	-1	263	2011-07-17 08:21:29	185649	274	Y	1953	807	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
385	315000	2011-07-17 08:02:30	185649	254	-1	254	2011-07-17 08:10:07	185649	263	Y	1953	807	ON	ON	315	0	EMECPS	A	16	0	1	L	---------------	0	current
381	142011	2011-07-17 07:47:29	185649	239	-1	239	2011-07-17 07:56:36	185649	248	Y	1953	807	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
380	142011	2011-07-17 07:10:26	185649	202	-1	202	2011-07-17 07:22:02	185649	214	Y	1953	807	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
374	176012	2011-07-17 04:48:10	185649	60	-1	60	2011-07-17 04:50:07	185649	62	Y	1953	807	ON	ON	176	12	HEC	C	22	0	2	PAD2	9>24-ID=AF02	16	current
373	52002	2011-07-17 00:48:34	185644	303	-1	304	2011-07-17 00:51:41	185644	307	Y	1952	807	ON	ON	52	2	HEC	A	5	0	3	EST1	25>32-ID=AR21	8	current
371	124000	2011-07-17 00:30:06	185644	285	-1	285	2011-07-17 00:30:42	185644	286	Y	1952	807	ON	ON	124	0	EMEC	C	0	1	6	H	0>23	24	new
379	142011	2011-07-16 23:56:31	185644	251	-1	251	2011-07-17 00:18:33	185644	274	Y	1952	807	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
378	142011	2011-07-16 23:19:00	185644	213	-1	214	2011-07-16 23:29:28	185644	225	Y	1952	807	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
377	142011	2011-07-16 21:38:55	185644	114	-1	114	2011-07-16 21:49:39	185644	124	Y	1952	807	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
369	4008	2011-07-16 21:19:23	185644	94	-1	95	2011-07-16 21:38:58	185644	114	Y	1952	807	ON	ON	4	8	EMEC	A	2	1	1	H	0>23	24	current
368	4008	2011-07-16 20:58:12	185644	74	-1	74	2011-07-16 21:01:09	185644	76	Y	1952	807	ON	ON	4	8	EMEC	A	2	1	1	H	0>23	24	current
372	116007	2011-07-16 20:27:54	185644	38	-1	38	2011-07-16 20:41:47	185644	55	Y	1952	807	ON	ON	116	7	EMEC	C	1	4	4	H	72>95	24	current
376	142011	2011-07-16 20:14:59	185644	25	-1	25	2011-07-16 20:26:14	185644	36	Y	1952	807	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
375	142011	2011-07-16 19:51:39	185644	0	-1	0	2011-07-16 20:12:06	185644	22	Y	1952	807	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
370	132002	2011-07-16 19:28:42	185644	0	-1	0	2011-07-16 19:52:05	185644	0	Y	1952	807	ON	ON	132	2	EMEC	C	0	3	7	H	8>11	4	new
367	142011	2011-07-15 03:28:30	185536	335	-1	336	2011-07-15 03:37:04	185536	344	Y	1945	249	ON	ON	142	11	EMEC	C	1	4	8	L	12>15	4	new
366	144006	2011-07-15 02:42:03	185536	283	-1	284	2011-07-15 02:44:31	185536	286	Y	1945	249	ON	ON	144	6	EMEC	C	4	7	8	H	24>27	4	new
365	226008	2011-07-15 01:34:16	185536	214	-1	214	2011-07-15 01:37:37	185536	218	Y	1945	249	ON	ON	226	8	EMB	A	13	-1	1	H	0>31	32	current
364	224008	2011-07-15 01:34:15	185536	214	-1	214	2011-07-15 01:44:29	185536	225	Y	1945	249	ON	ON	224	8	EMB	A	13	-1	1	L	0>31	32	current
363	317002	2011-07-14 19:04:55	185518	285	285	-1	2011-07-14 19:59:24	0	0	Y	1944	10	ON	ON	317	2	EMECPS	C	18	0	1	H	---------------	0	current
362	319001	2011-07-14 19:04:54	185518	285	285	-1	2011-07-14 20:23:40	0	0	Y	1944	10	ON	ON	319	1	EMECPS	C	17	0	1	L	---------------	0	current
361	58000	2011-07-12 19:47:45	185344	0	-1	0	2011-07-12 19:49:19	0	0	N	1933	1	RAMP	OFF	58	0	HEC	A	25	0	3	PAD2	25>32-ID=AR09	8	current
360	27006	2011-07-09 18:49:35	185141	1	-1	1	2011-07-09 19:00:47	185141	1	N	1928	1	ON	ON	27	6	EMEC	A	5	3	6	L	48>71	24	replaced
359	66013	2011-07-08 18:06:51	185065	37	-1	37	2011-07-08 18:11:10	185065	42	N	1928	0	RAMP	RAMP	66	13	HEC	A	10	0	2	EST2	9>24-ID=CF23	16	current
358	126009	2011-07-08 17:44:37	185065	15	-1	15	2011-07-08 17:46:19	185065	16	N	1928	0	RAMP	RAMP	126	9	EMEC	C	2	2	6	L	24>47	24	new
357	116015	2011-07-01 20:24:32	184418	41	47	-1	9999-12-31 23:00:00	0	0	N	1916	36	OFF	OFF	116	15	EMEC	C	3	4	4	H	72>95	24	current
354	116012	2011-07-01 20:24:31	184418	41	47	-1	9999-12-31 23:00:00	0	0	N	1916	36	OFF	OFF	116	12	EMEC	C	3	1	4	H	0>23	24	current
352	116009	2011-07-01 20:22:24	184418	39	42	-1	9999-12-31 23:00:00	0	0	N	1916	36	OFF	OFF	116	9	EMEC	C	2	2	4	H	24>47	24	current
346	116000	2011-07-01 20:19:42	184418	36	43	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	0	EMEC	C	0	1	4	H	0>23	24	current
351	116008	2011-07-01 20:16:37	184418	33	41	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	8	EMEC	C	2	1	4	H	0>23	24	current
347	116001	2011-07-01 20:05:19	184418	22	28	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	1	EMEC	C	0	2	4	H	24>47	24	current
350	116007	2011-07-01 20:05:10	184418	22	32	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	7	EMEC	C	1	4	4	H	72>95	24	current
355	116013	2011-07-01 20:05:08	184418	22	28	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	13	EMEC	C	3	2	4	H	24>47	24	current
356	116014	2011-07-01 20:05:02	184418	22	32	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	14	EMEC	C	3	3	4	H	48>71	24	current
349	116006	2011-07-01 20:05:01	184418	22	29	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	6	EMEC	C	1	3	4	H	48>71	24	current
353	116011	2011-07-01 20:04:53	184418	22	29	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	11	EMEC	C	2	4	4	H	72>95	24	current
348	116003	2011-07-01 20:03:59	184418	21	24	-1	9999-12-31 23:00:00	0	0	N	1916	0	OFF	OFF	116	3	EMEC	C	0	4	4	H	72>95	24	current
345	146004	2011-06-28 15:17:55	184169	859	-1	860	2011-06-28 15:25:57	184169	867	Y	1901	1318	ON	ON	146	4	EMEC	C	4	5	8	L	16>19	4	new
315	37006	2011-06-28 04:27:10	184169	209	-1	209	2011-06-28 04:28:15	184169	210	Y	1901	1318	ON	ON	37	6	EMEC	A	6	7	7	H	24>27	4	new
297	37002	2011-06-28 04:05:15	184169	187	187	-1	9999-12-31 23:00:00	0	0	Y	1901	1318	ON	ON	37	2	EMEC	A	6	3	7	H	8>11	4	new
320	37008	2011-06-28 04:00:31	184169	182	182	-1	9999-12-31 23:00:00	0	0	Y	1901	1318	ON	ON	37	8	EMEC	A	7	1	7	H	0>3	4	new
295	37001	2011-06-28 04:00:29	184169	182	192	-1	9999-12-31 23:00:00	0	0	Y	1901	1318	ON	ON	37	1	EMEC	A	6	2	7	H	4>7	4	new
293	37000	2011-06-28 03:59:27	184169	181	190	-1	9999-12-31 23:00:00	0	0	Y	1901	1318	ON	ON	37	0	EMEC	A	6	1	7	H	0>3	4	new
314	37006	2011-06-28 03:02:48	184169	124	-1	124	2011-06-28 03:04:05	184169	125	Y	1901	1318	ON	ON	37	6	EMEC	A	6	7	7	H	24>27	4	new
309	37005	2011-06-28 02:06:55	184169	67	-1	67	2011-06-28 02:07:48	184169	67	N	1901	1318	ON	ON	37	5	EMEC	A	6	6	7	H	20>23	4	new
302	37003	2011-06-28 00:20:49	184168	1	0	-1	9999-12-31 23:00:00	0	0	N	1901	10	ON	ON	37	3	EMEC	A	6	4	7	H	12>15	4	new
301	37003	2011-06-28 00:19:24	184168	1	-1	1	2011-06-28 00:20:12	184168	1	N	1901	10	ON	ON	37	3	EMEC	A	6	4	7	H	12>15	4	new
336	37013	2011-06-28 00:11:48	184168	1	1	-1	9999-12-31 23:00:00	0	0	N	1901	1	ON	ON	37	13	EMEC	A	7	6	7	H	20>23	4	new
335	37013	2011-06-28 00:08:53	184168	1	-1	1	2011-06-28 00:09:46	184168	1	N	1901	1	ON	ON	37	13	EMEC	A	7	6	7	H	20>23	4	new
340	37014	2011-06-28 00:08:53	184168	1	1	-1	9999-12-31 23:00:00	0	0	N	1901	1	ON	ON	37	14	EMEC	A	7	7	7	H	24>27	4	new
339	37014	2011-06-28 00:05:31	184168	1	-1	1	2011-06-28 00:07:03	184168	1	N	1901	1	ON	ON	37	14	EMEC	A	7	7	7	H	24>27	4	new
292	37000	2011-06-28 00:05:27	184168	1	-1	1	2011-06-28 00:06:48	184168	1	N	1901	1	ON	ON	37	0	EMEC	A	6	1	7	H	0>3	4	new
300	37003	2011-06-27 23:48:44	184168	1	-1	1	2011-06-27 23:49:32	184168	1	N	1901	0	ON	ON	37	3	EMEC	A	6	4	7	H	12>15	4	new
327	37011	2011-06-27 23:48:41	184168	1	1	-1	9999-12-31 23:00:00	0	0	N	1901	0	ON	ON	37	11	EMEC	A	7	4	7	H	12>15	4	new
313	37006	2011-06-27 23:48:40	184168	1	-1	1	2011-06-27 23:49:33	184168	1	N	1901	0	ON	ON	37	6	EMEC	A	6	7	7	H	24>27	4	new
342	37015	2011-06-27 23:46:20	184168	1	-1	1	2011-06-27 23:47:16	184168	1	N	1901	0	ON	ON	37	15	EMEC	A	7	8	7	H	28>31	4	new
326	37011	2011-06-27 23:46:19	184168	1	-1	1	2011-06-27 23:47:15	184168	1	N	1901	0	ON	ON	37	11	EMEC	A	7	4	7	H	12>15	4	new
333	37012	2011-06-27 22:50:43	0	0	0	0	2011-06-27 23:15:00	184166	1	N	1901	0	ON	ON	37	12	EMEC	A	7	5	7	H	16>19	4	new
325	37011	2011-06-27 22:50:42	0	0	0	0	2011-06-27 23:15:00	184166	1	N	1901	0	ON	ON	37	11	EMEC	A	7	4	7	H	12>15	4	new
299	37003	2011-06-27 22:32:37	0	0	-1	0	2011-06-27 23:14:46	184166	1	N	1901	0	ON	ON	37	3	EMEC	A	6	4	7	H	12>15	4	new
294	37001	2011-06-27 22:32:36	0	0	0	0	2011-06-27 23:14:45	184166	1	N	1900	0	ON	ON	37	1	EMEC	A	6	2	7	H	4>7	4	new
334	37013	2011-06-27 22:32:33	0	0	0	0	2011-06-27 23:15:01	184166	1	N	1900	0	ON	ON	37	13	EMEC	A	7	6	7	H	20>23	4	new
332	37012	2011-06-27 22:32:27	0	0	-1	0	2011-06-27 22:35:38	0	0	N	1900	0	ON	ON	37	12	EMEC	A	7	5	7	H	16>19	4	new
324	37011	2011-06-27 22:32:26	0	0	-1	0	2011-06-27 22:48:38	0	0	N	1900	0	ON	ON	37	11	EMEC	A	7	4	7	H	12>15	4	new
321	37009	2011-06-27 22:32:24	0	0	0	0	2011-06-27 23:15:00	184166	1	N	1900	0	ON	ON	37	9	EMEC	A	7	2	7	H	4>7	4	new
317	37007	2011-06-27 22:32:23	0	0	-1	0	2011-06-27 23:14:59	184166	1	N	1901	0	ON	ON	37	7	EMEC	A	6	8	7	H	28>31	4	new
319	37008	2011-06-27 22:32:23	0	0	0	0	2011-06-27 23:15:00	184166	1	N	1900	0	ON	ON	37	8	EMEC	A	7	1	7	H	0>3	4	new
343	318004	2011-06-27 21:35:59	184130	1364	1374	-1	2011-06-27 23:42:56	184166	1	Y	1901	1	ON	ON	318	4	EMECPS	C	4	0	1	L	---------------	0	current
291	37000	2011-06-27 21:33:06	184130	1362	-1	1362	2011-06-27 21:35:29	184130	1364	Y	1900	1180	ON	ON	37	0	EMEC	A	6	1	7	H	0>3	4	new
338	37014	2011-06-27 20:04:45	184130	1272	1287	-1	2011-06-27 23:15:01	184166	1	Y	1900	1180	ON	ON	37	14	EMEC	A	7	7	7	H	24>27	4	new
296	37002	2011-06-27 19:35:19	184130	1243	1310	-1	2011-06-27 23:14:45	184166	1	Y	1900	1180	ON	ON	37	2	EMEC	A	6	3	7	H	8>11	4	new
312	37006	2011-06-27 19:30:00	184130	1238	1274	-1	2011-06-27 23:14:59	184166	1	Y	1900	1180	ON	ON	37	6	EMEC	A	6	7	7	H	24>27	4	new
289	108005	2011-06-27 19:24:19	184130	1232	-1	1233	2011-06-27 19:25:39	184130	1234	Y	1900	1180	ON	ON	108	5	EMEC	C	1	2	2	H	24>47	24	current
308	37005	2011-06-27 19:23:06	184130	1231	1231	-1	2011-06-27 23:14:59	184166	1	Y	1900	1180	ON	ON	37	5	EMEC	A	6	6	7	H	20>23	4	new
311	37006	2011-06-27 19:21:46	184130	1229	-1	1230	2011-06-27 19:27:57	184130	1236	Y	1900	1180	ON	ON	37	6	EMEC	A	6	7	7	H	24>27	4	new
307	37005	2011-06-27 18:56:14	184130	1204	-1	1205	2011-06-27 19:03:14	184130	1211	Y	1900	1180	ON	ON	37	5	EMEC	A	6	6	7	H	20>23	4	new
331	37012	2011-06-27 18:52:42	184130	1201	-1	1201	2011-06-27 19:04:53	184130	1213	Y	1900	1180	ON	ON	37	12	EMEC	A	7	5	7	H	16>19	4	new
305	37004	2011-06-27 17:44:53	184130	1134	1135	-1	2011-06-27 23:14:46	184166	1	Y	1900	1180	ON	ON	37	4	EMEC	A	6	5	7	H	16>19	4	new
330	37012	2011-06-27 17:44:50	184130	1134	-1	1142	2011-06-27 17:54:11	184130	1143	Y	1900	1180	ON	ON	37	12	EMEC	A	7	5	7	H	16>19	4	new
304	37004	2011-06-27 17:38:51	184130	1128	-1	1128	2011-06-27 17:43:55	184130	1133	Y	1900	1180	ON	ON	37	4	EMEC	A	6	5	7	H	16>19	4	new
323	37011	2011-06-27 17:36:55	184130	1126	-1	1138	2011-06-27 17:50:54	184130	1140	Y	1900	1180	ON	ON	37	11	EMEC	A	7	4	7	H	12>15	4	new
310	37006	2011-06-27 17:36:53	184130	1126	-1	1141	2011-06-27 17:53:45	184130	1143	Y	1900	1180	ON	ON	37	6	EMEC	A	6	7	7	H	24>27	4	new
306	37005	2011-06-27 17:36:16	184130	1125	-1	1132	2011-06-27 17:44:48	184130	1134	Y	1900	1180	ON	ON	37	5	EMEC	A	6	6	7	H	20>23	4	new
318	37008	2011-06-27 17:33:03	184130	1122	-1	1123	2011-06-27 17:34:08	184130	1123	Y	1900	1180	ON	ON	37	8	EMEC	A	7	1	7	H	0>3	4	new
329	37012	2011-06-27 17:28:29	184130	1118	-1	-1	2011-06-27 17:32:19	184130	1122	Y	1900	1180	ON	ON	37	12	EMEC	A	7	5	7	H	16>19	4	new
298	37003	2011-06-27 17:28:27	184130	1118	1135	-1	2011-06-27 17:47:35	184130	1137	Y	1900	1180	ON	ON	37	3	EMEC	A	6	4	7	H	12>15	4	new
322	37010	2011-06-27 17:23:39	184130	1113	1114	-1	2011-06-27 23:15:00	184166	1	Y	1900	1180	ON	ON	37	10	EMEC	A	7	3	7	H	8>11	4	new
328	37012	2011-06-27 17:23:39	184130	1113	-1	1113	2011-06-27 17:26:05	184130	1115	Y	1900	1180	ON	ON	37	12	EMEC	A	7	5	7	H	16>19	4	new
316	37007	2011-06-27 17:23:38	184130	1113	-1	1121	2011-06-27 17:32:04	184130	1121	Y	1900	1180	ON	ON	37	7	EMEC	A	6	8	7	H	28>31	4	new
290	37000	2011-06-27 17:23:36	184130	1113	-1	1120	2011-06-27 17:51:57	184130	1141	Y	1900	1180	ON	ON	37	0	EMEC	A	6	1	7	H	0>3	4	new
337	37014	2011-06-27 17:22:10	184130	1111	-1	1122	2011-06-27 17:45:39	184130	1135	Y	1900	1180	ON	ON	37	14	EMEC	A	7	7	7	H	24>27	4	new
303	37004	2011-06-27 17:22:07	184130	1111	-1	1121	2011-06-27 17:31:51	184130	1121	Y	1900	1180	ON	ON	37	4	EMEC	A	6	5	7	H	16>19	4	new
341	37015	2011-06-27 17:16:51	184130	1106	1107	-1	2011-06-27 23:15:01	184166	1	Y	1900	1180	ON	ON	37	15	EMEC	A	7	8	7	H	28>31	4	new
287	116000	2011-06-27 13:54:59	184130	902	-1	903	2011-06-27 13:55:29	184130	903	Y	1900	1180	ON	ON	116	0	EMEC	C	0	1	4	H	0>23	24	current
288	116003	2011-06-27 12:36:39	184130	824	824	826	2011-06-27 12:48:54	184130	836	Y	1900	1180	ON	ON	116	3	EMEC	C	0	4	4	H	72>95	24	current
344	116009	2011-06-27 12:36:39	184130	824	826	836	2011-06-27 12:48:59	184130	836	Y	1900	1180	ON	ON	116	9	EMEC	C	2	2	4	H	24>47	24	current
282	124009	2011-06-27 05:33:14	184130	401	405	-1	9999-12-31 23:00:00	0	0	Y	1900	1180	ON	ON	124	9	EMEC	C	2	2	6	H	24>47	24	new
284	74006	2011-06-27 04:46:52	184130	355	-1	356	2011-06-27 04:51:35	184130	360	Y	1900	1180	ON	ON	74	6	HEC	A	25	0	2	EST1	9>24-ID=CF20	16	current
286	162009	2011-06-26 17:07:44	184089	1	-1	1	2011-06-26 17:15:06	184089	1	N	1899	0	ON	ON	162	9	HEC	C	30	0	3	EST2	25>32-ID=CR02	8	current
285	162009	2011-06-26 16:03:51	184088	229	-1	229	2011-06-26 16:08:24	184088	234	Y	1898	1180	ON	ON	162	9	HEC	C	30	0	3	EST2	25>32-ID=CR02	8	current
283	166011	2011-06-26 12:22:08	184088	1	-1	1	2011-06-26 12:31:25	184088	14	N	1897	1	ON	ON	166	11	HEC	C	10	0	1	PAD1	1>8-ID=AF03	8	current
281	162007	2011-06-26 06:28:34	184072	157	-1	157	2011-06-26 06:31:33	184072	160	Y	1894	1180	ON	ON	162	7	HEC	C	29	0	4	PAD1	33>40-ID=AR13	8	current
274	227001	2011-06-25 06:33:36	184022	688	-1	688	2011-06-25 06:52:13	184022	707	Y	1890	1180	ON	ON	227	1	EMB	A	13	0	2	H	32>63	32	current
273	227001	2011-06-25 05:09:55	184022	601	-1	602	2011-06-25 05:33:00	184022	624	Y	1890	1180	ON	ON	227	1	EMB	A	13	0	2	H	32>63	32	current
263	227015	2011-06-25 02:54:18	184022	465	483	-1	2011-06-25 03:11:45	184022	483	Y	1890	1180	ON	ON	227	15	EMB	A	14	-1	5	H	0>15	16	current
264	227015	2011-06-25 01:51:57	184022	402	-1	403	2011-06-25 01:55:12	184022	405	Y	1890	1180	ON	ON	227	15	EMB	A	14	-1	5	H	0>15	16	current
280	20005	2011-06-25 00:55:50	184022	346	-1	347	2011-06-25 00:58:33	184022	349	Y	1890	1180	ON	ON	20	5	EMEC	A	1	2	5	H	24>47	24	new
259	291013	2011-06-24 23:27:16	184022	257	257	-1	9999-01-01 23:00:00	0	0	Y	1890	1180	ON	ON	291	13	EMBPS	C	23	0	2	H	---------------	0	current
266	279013	2011-06-24 23:02:00	184022	229	230	-1	2011-06-25 14:29:00	0	0	Y	1890	1180	ON	ON	279	13	EMBPS	A	31	0	2	H	---------------	0	current
268	318004	2011-06-24 22:55:37	184022	221	222	-1	2011-06-25 14:04:00	0	0	Y	1890	1180	ON	ON	318	4	EMECPS	C	4	0	1	L	---------------	0	current
260	227014	2011-06-24 22:01:42	184022	165	181	210	2011-06-24 23:04:27	184022	232	N	1890	1180	ON	ON	227	14	EMB	A	14	-1	7	H	0>31	32	current
267	227013	2011-06-24 22:01:42	184022	165	181	222	2011-06-24 23:04:27	184022	232	N	1890	1180	ON	ON	227	13	EMB	A	14	-1	6	H	0>31	32	current
255	227008	2011-06-24 22:01:41	184022	165	183	222	2011-06-24 23:05:50	184022	234	N	1890	1180	ON	ON	227	8	EMB	A	14	-1	1	H	0>31	32	current
256	227009	2011-06-24 22:01:41	184022	165	177	222	2011-06-24 23:02:13	184022	229	N	1890	1180	ON	ON	227	9	EMB	A	14	-1	2	H	0>31	32	current
257	227011	2011-06-24 22:01:41	184022	165	178	222	2011-06-24 23:03:14	184022	231	N	1890	1180	ON	ON	227	11	EMB	A	14	-1	4	H	0>31	32	current
258	227012	2011-06-24 22:01:41	184022	165	187	222	2011-06-24 23:07:40	184022	235	N	1890	1180	ON	ON	227	12	EMB	A	14	-1	5	H	16>31	16	current
275	227002	2011-06-24 22:01:40	184022	165	191	222	2011-06-24 23:09:27	184022	238	N	1890	1180	ON	ON	227	2	EMB	A	13	0	3	H	32>63	32	current
276	227003	2011-06-24 22:01:40	184022	165	194	222	2011-06-24 23:10:37	184022	239	N	1890	1180	ON	ON	227	3	EMB	A	13	0	4	H	32>63	32	current
277	227004	2011-06-24 22:01:40	184022	165	195	222	2011-06-24 23:11:04	184022	239	N	1890	1180	ON	ON	227	4	EMB	A	13	0	5	H	32>63	32	current
278	227005	2011-06-24 22:01:40	184022	165	201	222	2011-06-24 23:13:17	184022	242	N	1890	1180	ON	ON	227	5	EMB	A	13	0	6	H	32>63	32	current
279	227006	2011-06-24 22:01:40	184022	165	199	222	2011-06-24 23:12:26	184022	241	N	1890	1180	ON	ON	227	6	EMB	A	13	0	7	H	32>63	32	current
272	227001	2011-06-24 22:01:39	184022	165	190	222	2011-06-24 23:09:15	184022	238	N	1890	1180	ON	ON	227	1	EMB	A	13	0	2	H	32>63	32	current
262	227015	2011-06-24 21:54:27	184022	157	202	222	2011-06-24 23:09:53	184022	238	N	1890	1180	ON	ON	227	15	EMB	A	14	-1	5	H	0>15	16	current
261	227015	2011-06-24 20:15:37	184022	53	-1	82	2011-06-24 21:29:20	184022	131	N	1890	1	ON	ON	227	15	EMB	A	14	-1	5	H	0>15	16	current
271	75013	2011-06-24 13:21:49	183963	341	349	0	2011-06-24 14:50:09	0	0	Y	1889	1180	ON	ON	75	13	HEC	A	28	0	2	EST2	9>24-ID=SMF02	16	current
265	279013	2011-06-24 12:40:29	183963	300	301	-1	2011-06-24 15:29:35	0	0	Y	1889	1180	ON	ON	279	13	EMBPS	A	31	0	2	H	---------------	0	current
270	75013	2011-06-24 11:17:15	183963	217	-1	217	2011-06-24 11:20:26	183963	220	Y	1889	1180	ON	ON	75	13	HEC	A	28	0	2	EST2	9>24-ID=SMF02	16	current
269	74006	2011-06-24 11:12:35	183963	212	-1	212	2011-06-24 11:19:20	183963	219	Y	1889	1180	ON	ON	74	6	HEC	A	25	0	2	EST1	9>24-ID=CF20	16	current
